Dataset,Ikan,Jam,Bagian,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F576
train,ikan17,19,mata,0.603576,-0.01069,0.385364,0.444003,0.032101,0.074249,-0.043086,0.146877,-0.016778,-0.018017,0.119214,0.035401,1.80761,0.016628,0.072837,-0.045875,0.240096,-0.033833,0.049928,1.769237,3.651283,0.656399,1.07922,0.016977,1.800761,0.069258,1.779163,0.356294,0.21847,0.035429,0.103116,0.50793,-0.031623,0.223731,0.15642,1.379289,0.0,0.07703,0.535214,0.221972,-0.019757,1.035039,0.748144,0.116115,0.105146,-0.03662,1.085094,-0.098619,1.042711,-0.05333,-0.03575
train,ikan17,19,mata,0.440777,-0.001688,0.286892,0.485509,-0.051616,0.296356,-0.022055,0.194247,-0.033566,0.286512,0.144416,0.055618,2.066267,0.063944,-0.002984,0.196966,0.292283,-0.03796,0.039862,3.2541,4.629873,1.231369,0.297477,0.109662,2.746378,0.22013,2.562877,1.292536,0.287083,0.033392,0.196762,0.231248,-0.041196,0.316625,0.141135,1.295057,0.0,0.119073,0.203361,0.273077,-0.072024,1.301339,0.658063,0.433278,-0.033487,0.018622,1.44147,-0.100009,1.439137,-0.088157,-0.063266
train,ikan17,19,mata,0.479069,0.0,0.307412,0.642492,-0.044454,0.142107,-0.008801,0.160641,-0.031357,0.366681,0.288563,0.049492,1.38566,0.02351,-0.044826,0.003303,0.45905,-0.064308,0.068877,2.51943,3.90808,0.810077,0.297602,0.064696,2.668824,0.06186,2.079165,0.825027,0.128836,-0.02672,0.334507,0.137686,-0.016616,0.317574,0.099481,1.049827,-0.0076,0.133856,0.754272,0.20473,-0.094119,0.971665,1.397114,0.417301,-0.034807,-0.040584,1.486686,0.000306,1.558185,-0.022623,-0.069721
train,ikan17,19,mata,0.425502,-0.001682,0.306298,0.435291,-0.043993,0.359504,-0.02269,0.169088,-0.040802,0.234033,0.147927,0.040077,2.000261,0.086568,0.002174,0.169599,0.328389,-0.044319,0.008272,2.960281,4.570778,1.217015,0.347827,0.062992,2.607066,0.205836,2.386197,1.1298,0.380506,0.035582,0.174869,0.132535,-0.050711,0.362599,0.147785,1.110136,0.0,0.104955,0.271281,0.290204,-0.066168,1.233173,0.595522,0.420076,-0.010424,0.011718,1.371989,-0.107413,1.504763,-0.043877,-0.062281
train,ikan17,19,mata,0.342758,-0.032419,0.108121,0.754996,0.87602,0.5765,-0.023588,0.095304,-0.042913,0.480922,0.292538,0.441992,1.811071,0.047416,-0.048256,0.282155,-0.070829,-0.021054,0.026687,2.958452,2.56063,1.555778,0.473125,-0.033215,2.339959,0.210017,0.972364,2.489174,0.101304,-0.149187,0.011768,0.526529,0.184181,0.034484,-0.050696,1.76107,0.0,-0.017265,0.11128,1.449651,-0.102779,0.688302,1.897935,0.46262,0.523917,0.241854,1.84403,-0.050752,1.635357,0.132157,0.080772
train,ikan17,19,mata,0.224022,-0.027884,0.258603,0.802698,0.838513,0.973266,-0.012359,0.128692,-0.026532,0.288031,0.359409,0.167175,1.516969,-0.039535,-0.019438,-0.004435,-0.038994,0.01043,0.052065,3.511964,2.953832,1.51172,0.399011,-0.155061,2.413963,0.191024,0.742956,2.131488,-0.052561,-0.131232,0.120033,0.834804,0.023371,0.261115,0.025405,1.424506,0.190741,0.156543,0.247294,1.467715,-0.016166,0.362085,1.579915,0.436209,0.523418,0.240905,1.91984,0.022323,1.173994,0.207242,0.00759
train,ikan17,21,mata,0.480635,-0.027053,0.044802,0.062866,-0.064172,-0.105492,-0.042224,0.072376,-0.026242,0.499341,0.233495,0.210297,2.329326,-0.043337,0.126784,-0.047585,0.094402,-0.050359,-0.005414,1.853714,4.34097,0.202267,0.048228,0.00027,1.279789,-0.022759,0.965791,0.625095,0.5696,-0.029244,0.054286,0.130252,-0.043687,0.323376,0.057904,1.792495,0.07486,0.102973,0.31765,0.333951,-0.095902,0.569247,2.2421,0.521083,0.274175,-0.074913,1.466882,-0.140244,1.307495,0.059504,-0.010484
train,ikan17,21,mata,0.33896,-0.006001,0.137213,0.269949,-0.053951,-0.102026,-0.028514,0.210391,-0.034951,1.107683,-0.060415,0.607274,2.149822,0.235573,-0.055066,-0.203126,0.106253,-0.084941,-0.024202,2.36827,4.867128,0.548294,-0.029408,0.059826,2.039378,0.029095,1.190349,1.204226,0.172353,-0.061749,0.06582,0.455884,0.010364,0.354777,0.075648,1.386835,0.025763,0.1927,0.234952,0.310837,-0.115943,1.141892,2.329533,0.8,0.386265,0.009268,1.547468,-0.098949,1.501913,0.04868,-0.041233
train,ikan17,21,mata,0.311599,-0.00911,0.243104,0.159738,-0.052113,-0.119242,-0.01979,0.274001,-0.026788,0.924815,-0.01343,0.557793,2.055986,0.257368,-0.048901,-0.203747,0.020894,-0.094616,-0.024904,2.405949,5.061286,0.449035,-0.080757,0.132682,1.742823,0.042555,1.202673,0.87404,0.309662,-0.066983,0.062341,0.233341,0.024213,0.605388,0.079245,1.172015,0.004388,0.273257,0.331579,0.360253,-0.113617,0.841022,2.07591,0.831589,0.285284,-0.029862,1.384567,-0.047471,1.463246,-0.011837,-0.042992
train,ikan17,21,mata,0.377102,-0.00024,0.162007,0.192515,-0.053066,-0.12058,-0.021588,0.171839,-0.034076,1.002287,-0.052196,0.598487,2.167072,0.259982,-0.0029,-0.200012,0.068278,-0.064446,-0.020139,2.152199,5.12167,0.494068,-0.051632,0.053131,1.704106,0.007004,1.131489,0.958155,0.249865,-0.067488,0.023923,0.220929,-0.015967,0.433176,0.024788,1.302242,0.005737,0.177417,0.235751,0.30192,-0.114084,0.921104,2.394998,0.799475,0.369999,0.004584,1.448764,-0.090238,1.502846,0.002817,-0.06237
train,ikan17,21,mata,0.321298,-0.012075,0.314522,0.30677,0.960103,0.003741,-0.056803,0.247442,-0.052409,0.857457,-0.013424,0.314692,2.225426,-0.09683,-0.090952,-0.134579,-0.02836,-0.005716,0.017164,3.198702,4.232944,1.479853,0.030721,-0.085703,2.146671,0.025443,0.742934,1.976968,0.2184,-0.166298,-0.057138,0.58059,0.025623,0.167507,0.024046,1.476593,0.0,0.018465,0.21643,1.509612,-0.116115,0.923237,1.980822,0.644979,0.423565,0.267694,1.726724,0.084619,1.075227,0.089671,0.14688
train,ikan17,21,mata,0.206167,-0.000169,0.526331,0.462325,0.808809,0.326784,-0.005837,0.083423,-0.050473,0.341943,0.091531,0.287656,2.130775,0.129217,-0.048445,-0.194913,0.10827,-0.004668,0.058988,3.115016,2.967008,0.830552,0.898312,-0.086706,2.3656,0.110009,0.369272,1.983497,-0.041039,-0.187719,0.191416,1.535927,0.10709,0.092861,-0.001204,1.762642,0.0,0.281534,0.614734,1.38674,-0.102446,0.014861,2.065245,0.968695,0.847181,0.156111,1.910397,0.056043,0.947732,0.155137,-0.030229
train,ikan17,23,mata,0.480635,-0.027053,0.044802,0.062866,-0.064172,-0.105492,-0.042224,0.072376,-0.026242,0.499341,0.233495,0.210297,2.329326,-0.043337,0.126784,-0.047585,0.094402,-0.050359,-0.005414,1.853714,4.34097,0.202267,0.048228,0.00027,1.279789,-0.022759,0.965791,0.625095,0.5696,-0.029244,0.054286,0.130252,-0.043687,0.323376,0.057904,1.792495,0.07486,0.102973,0.31765,0.333951,-0.095902,0.569247,2.2421,0.521083,0.274175,-0.074913,1.466882,-0.140244,1.307495,0.059504,-0.010484
train,ikan17,23,mata,0.33896,-0.006001,0.137213,0.269949,-0.053951,-0.102026,-0.028514,0.210391,-0.034951,1.107683,-0.060415,0.607274,2.149822,0.235573,-0.055066,-0.203126,0.106253,-0.084941,-0.024202,2.36827,4.867128,0.548294,-0.029408,0.059826,2.039378,0.029095,1.190349,1.204226,0.172353,-0.061749,0.06582,0.455884,0.010364,0.354777,0.075648,1.386835,0.025763,0.1927,0.234952,0.310837,-0.115943,1.141892,2.329533,0.8,0.386265,0.009268,1.547468,-0.098949,1.501913,0.04868,-0.041233
train,ikan17,23,mata,0.311599,-0.00911,0.243104,0.159738,-0.052113,-0.119242,-0.01979,0.274001,-0.026788,0.924815,-0.01343,0.557793,2.055986,0.257368,-0.048901,-0.203747,0.020894,-0.094616,-0.024904,2.405949,5.061286,0.449035,-0.080757,0.132682,1.742823,0.042555,1.202673,0.87404,0.309662,-0.066983,0.062341,0.233341,0.024213,0.605388,0.079245,1.172015,0.004388,0.273257,0.331579,0.360253,-0.113617,0.841022,2.07591,0.831589,0.285284,-0.029862,1.384567,-0.047471,1.463246,-0.011837,-0.042992
train,ikan17,23,mata,0.377102,-0.00024,0.162007,0.192515,-0.053066,-0.12058,-0.021588,0.171839,-0.034076,1.002287,-0.052196,0.598487,2.167072,0.259982,-0.0029,-0.200012,0.068278,-0.064446,-0.020139,2.152199,5.12167,0.494068,-0.051632,0.053131,1.704106,0.007004,1.131489,0.958155,0.249865,-0.067488,0.023923,0.220929,-0.015967,0.433176,0.024788,1.302242,0.005737,0.177417,0.235751,0.30192,-0.114084,0.921104,2.394998,0.799475,0.369999,0.004584,1.448764,-0.090238,1.502846,0.002817,-0.06237
train,ikan17,23,mata,0.321298,-0.012075,0.314522,0.30677,0.960103,0.003741,-0.056803,0.247442,-0.052409,0.857457,-0.013424,0.314692,2.225426,-0.09683,-0.090952,-0.134579,-0.02836,-0.005716,0.017164,3.198702,4.232944,1.479853,0.030721,-0.085703,2.146671,0.025443,0.742934,1.976968,0.2184,-0.166298,-0.057138,0.58059,0.025623,0.167507,0.024046,1.476593,0.0,0.018465,0.21643,1.509612,-0.116115,0.923237,1.980822,0.644979,0.423565,0.267694,1.726724,0.084619,1.075227,0.089671,0.14688
train,ikan17,23,mata,0.206167,-0.000169,0.526331,0.462325,0.808809,0.326784,-0.005837,0.083423,-0.050473,0.341943,0.091531,0.287656,2.130775,0.129217,-0.048445,-0.194913,0.10827,-0.004668,0.058988,3.115016,2.967008,0.830552,0.898312,-0.086706,2.3656,0.110009,0.369272,1.983497,-0.041039,-0.187719,0.191416,1.535927,0.10709,0.092861,-0.001204,1.762642,0.0,0.281534,0.614734,1.38674,-0.102446,0.014861,2.065245,0.968695,0.847181,0.156111,1.910397,0.056043,0.947732,0.155137,-0.030229
train,ikan17,01,-,1.207608,-0.008666,1.176006,0.1713,-0.043134,0.145571,-0.011525,0.054865,-0.019356,-0.012766,0.124711,0.009132,2.470414,0.422818,0.082519,0.109639,0.754147,0.180996,-0.006888,2.16767,1.88259,0.026991,0.622822,0.147844,1.329809,0.115923,4.041623,0.436343,-0.017019,-0.05763,1.140611,0.702455,0.101961,-0.026198,1.4519,2.679107,-0.005394,0.29809,0.531759,0.359867,-0.170562,2.576003,2.263351,-0.035846,0.11339,-0.113453,0.804586,-0.037528,0.185106,-0.136526,0.124985
train,ikan17,01,-,1.055874,-0.00308,0.901535,0.124878,-0.081353,-0.031584,-0.00468,0.230255,0.029031,-0.005389,0.151324,0.087703,2.74343,1.171127,0.06125,0.650649,0.581499,0.265131,-0.006759,3.991164,2.094121,0.074396,0.196449,0.619431,1.720451,0.080831,5.39586,1.241543,0.029728,-0.060238,0.464136,1.107275,0.058528,0.157408,1.493852,2.231943,0.084178,0.39188,-0.014345,0.173107,-0.133046,2.757283,2.537318,0.219556,-0.097151,-0.096608,1.099112,-0.06945,0.298917,-0.112756,0.038784
train,ikan17,01,-,0.622954,-0.002382,0.611881,0.068551,-0.086222,0.087501,0.0,0.306049,0.017223,-0.014155,0.093263,-0.005787,3.11909,1.10869,0.157367,0.473279,0.697175,0.15421,-0.018345,4.850479,2.540787,0.235934,0.373091,0.519693,2.058135,0.303606,5.048534,0.706477,0.117482,-0.017353,0.547388,0.820615,-0.007002,0.110112,1.539057,2.086459,0.068822,0.454629,0.143178,0.238993,-0.126981,2.313851,3.000766,0.234841,0.010601,-0.109149,1.268555,-0.088798,0.312078,-0.120197,-0.000385
train,ikan17,01,-,0.931433,-0.001944,0.870418,0.119239,-0.07369,0.016456,-0.000472,0.197781,0.006066,-0.00701,0.183191,0.060819,2.784271,1.050318,0.050604,0.589165,0.555598,0.209445,-0.005535,3.789267,2.236356,0.02479,0.254456,0.495333,1.906545,0.105039,5.265015,0.952111,0.044211,-0.04829,0.482448,0.942049,0.039531,0.178856,1.472512,2.185659,0.090306,0.377164,0.000979,0.205611,-0.125363,2.466817,2.555632,0.318729,-0.073736,-0.09835,1.164679,-0.07923,0.323641,-0.121587,0.011762
train,ikan17,01,-,0.952249,-0.007838,0.240844,0.125453,0.811858,0.160687,-0.00718,0.33969,-0.037766,-0.007645,0.170321,0.548598,2.7621,0.642794,-0.078381,0.354498,1.155082,-0.000191,0.054778,4.293398,1.949227,0.858086,0.178636,0.001649,2.615797,0.126935,2.861502,2.19773,-0.041234,-0.115146,0.375183,0.999773,-0.028579,0.001156,0.992106,1.636811,0.016229,0.171888,0.061399,1.583476,-0.111947,1.121951,2.02768,0.391218,0.32896,0.077347,0.8194,0.00897,0.17597,0.011788,0.084264
train,ikan17,01,-,1.727861,0.011562,0.778067,0.08941,0.58092,0.339,0.0,0.221427,-0.018455,0.155829,0.192414,0.65246,1.431801,0.717772,-0.041535,0.259356,1.409783,0.129096,0.014445,3.035749,2.636002,0.688436,-0.093695,-0.089765,2.330429,-0.012529,5.002463,1.503638,-0.013987,-0.177722,0.404903,1.31228,-0.027938,-0.00027,0.639709,1.850915,-0.002848,-0.057797,0.148222,1.219316,-0.10587,2.413682,0.847289,0.07438,0.248743,-0.051848,0.680106,0.217407,0.003858,-0.012132,0.048756
train,ikan17,17,-,0.291749,0.065685,0.34613,0.240024,0.059341,0.064251,0.011519,0.360924,-0.019782,-0.027791,-0.065243,-0.087498,1.861444,0.013743,0.113241,0.198697,0.082357,0.182203,-0.011807,2.358752,1.59156,0.294438,1.368288,0.156187,1.321652,0.136747,2.770937,0.526907,0.184676,-0.038594,0.425365,0.549653,-0.061507,-0.068724,0.789537,2.977884,0.011691,0.132584,0.722361,0.232772,0.225741,1.169166,1.136852,0.077209,-0.031574,-0.072028,0.758554,-0.06153,0.415488,-0.110511,0.053158
train,ikan17,17,-,0.41628,0.000472,0.198014,0.546441,-0.046082,-0.030611,-0.014064,0.350086,-0.016852,-0.028143,0.110543,-0.077191,2.404763,0.320624,0.132632,0.444992,0.334565,0.138419,-0.025552,3.690734,2.867208,0.887244,0.896752,0.375481,2.57375,0.247675,4.122637,1.324389,0.394021,-0.027746,0.13332,0.545217,-0.039736,0.095691,0.886061,2.821354,0.103286,0.494804,0.386933,0.071966,-0.115238,1.299856,1.38774,0.202788,-0.063423,-0.073369,1.222005,-0.005239,0.59951,-0.061782,-0.034842
train,ikan17,17,-,0.443777,-0.006475,0.381724,0.282858,-0.029136,0.029155,-0.015668,0.276862,-0.017468,-0.02567,-0.064822,-0.096933,2.700748,0.512125,0.085276,0.417579,0.398491,-0.02715,-0.021248,3.655687,2.593531,0.855877,0.777902,0.321057,2.413763,0.259506,4.434865,1.023489,0.211958,-0.052845,0.142388,0.364009,-0.009905,0.020697,0.949984,2.792341,0.071762,0.377381,0.250839,0.087157,-0.080726,1.247006,1.679688,0.233955,-0.08859,-0.155135,1.196183,-0.098766,0.169277,-0.057245,-0.016805
train,ikan17,17,-,0.34316,-0.002897,0.201433,0.509439,-0.039203,-0.056488,-0.012682,0.338895,-0.026004,-0.034244,0.096082,-0.108649,2.55443,0.320186,0.124341,0.404355,0.273541,0.069841,-0.032301,3.363909,2.815341,0.794421,1.041618,0.325236,2.685148,0.215756,3.873049,1.219716,0.391485,-0.043416,0.22307,0.327003,-0.035878,0.035888,0.905496,2.717608,0.141122,0.436782,0.364067,0.064342,-0.08586,1.144385,1.484317,0.218264,-0.024952,-0.057212,1.279592,-0.034528,0.598333,-0.069485,-0.007808
train,ikan17,17,-,0.845941,-0.013358,0.120226,0.906951,0.864643,0.025693,-0.0382,0.202484,-0.068327,-0.01172,0.08284,0.77331,2.355576,0.527742,-0.055828,0.341213,0.199554,-0.041879,-0.022854,3.963814,1.508199,1.520719,0.722039,-0.007402,2.019854,-0.013394,2.796038,1.852283,0.041226,0.001405,0.395492,0.404284,0.049425,-0.024518,0.603513,2.093781,-0.007948,0.402505,0.17283,1.502719,-0.06115,0.557114,1.680807,0.059007,0.305992,0.057461,0.929331,0.105606,0.355138,0.20412,0.163001
train,ikan17,17,-,1.332326,-0.016861,0.545341,0.652273,0.576407,0.197394,0.001016,0.083793,-0.017258,-0.017967,-0.079364,0.460391,1.389848,0.673178,0.045171,0.252734,1.226678,0.010846,0.011392,3.275894,2.310498,1.874814,0.027122,-0.071097,1.845612,0.014671,4.687099,2.302902,-0.009111,-0.094641,0.26898,0.933562,0.100021,0.086255,1.095637,1.995103,0.043488,-0.038489,0.085142,1.334796,0.11606,1.820746,0.213654,0.098912,0.355513,-0.059489,0.793702,0.0335,0.029796,0.030154,0.007538
train,ikan17,19,-,0.291749,0.065685,0.34613,0.240024,0.059341,0.064251,0.011519,0.360924,-0.019782,-0.027791,-0.065243,-0.087498,1.861444,0.013743,0.113241,0.198697,0.082357,0.182203,-0.011807,2.358752,1.59156,0.294438,1.368288,0.156187,1.321652,0.136747,2.770937,0.526907,0.184676,-0.038594,0.425365,0.549653,-0.061507,-0.068724,0.789537,2.977884,0.011691,0.132584,0.722361,0.232772,0.225741,1.169166,1.136852,0.077209,-0.031574,-0.072028,0.758554,-0.06153,0.415488,-0.110511,0.053158
train,ikan17,19,-,0.41628,0.000472,0.198014,0.546441,-0.046082,-0.030611,-0.014064,0.350086,-0.016852,-0.028143,0.110543,-0.077191,2.404763,0.320624,0.132632,0.444992,0.334565,0.138419,-0.025552,3.690734,2.867208,0.887244,0.896752,0.375481,2.57375,0.247675,4.122637,1.324389,0.394021,-0.027746,0.13332,0.545217,-0.039736,0.095691,0.886061,2.821354,0.103286,0.494804,0.386933,0.071966,-0.115238,1.299856,1.38774,0.202788,-0.063423,-0.073369,1.222005,-0.005239,0.59951,-0.061782,-0.034842
train,ikan17,19,-,0.443777,-0.006475,0.381724,0.282858,-0.029136,0.029155,-0.015668,0.276862,-0.017468,-0.02567,-0.064822,-0.096933,2.700748,0.512125,0.085276,0.417579,0.398491,-0.02715,-0.021248,3.655687,2.593531,0.855877,0.777902,0.321057,2.413763,0.259506,4.434865,1.023489,0.211958,-0.052845,0.142388,0.364009,-0.009905,0.020697,0.949984,2.792341,0.071762,0.377381,0.250839,0.087157,-0.080726,1.247006,1.679688,0.233955,-0.08859,-0.155135,1.196183,-0.098766,0.169277,-0.057245,-0.016805
train,ikan17,19,-,0.34316,-0.002897,0.201433,0.509439,-0.039203,-0.056488,-0.012682,0.338895,-0.026004,-0.034244,0.096082,-0.108649,2.55443,0.320186,0.124341,0.404355,0.273541,0.069841,-0.032301,3.363909,2.815341,0.794421,1.041618,0.325236,2.685148,0.215756,3.873049,1.219716,0.391485,-0.043416,0.22307,0.327003,-0.035878,0.035888,0.905496,2.717608,0.141122,0.436782,0.364067,0.064342,-0.08586,1.144385,1.484317,0.218264,-0.024952,-0.057212,1.279592,-0.034528,0.598333,-0.069485,-0.007808
train,ikan17,19,-,0.845941,-0.013358,0.120226,0.906951,0.864643,0.025693,-0.0382,0.202484,-0.068327,-0.01172,0.08284,0.77331,2.355576,0.527742,-0.055828,0.341213,0.199554,-0.041879,-0.022854,3.963814,1.508199,1.520719,0.722039,-0.007402,2.019854,-0.013394,2.796038,1.852283,0.041226,0.001405,0.395492,0.404284,0.049425,-0.024518,0.603513,2.093781,-0.007948,0.402505,0.17283,1.502719,-0.06115,0.557114,1.680807,0.059007,0.305992,0.057461,0.929331,0.105606,0.355138,0.20412,0.163001
train,ikan17,19,-,1.332326,-0.016861,0.545341,0.652273,0.576407,0.197394,0.001016,0.083793,-0.017258,-0.017967,-0.079364,0.460391,1.389848,0.673178,0.045171,0.252734,1.226678,0.010846,0.011392,3.275894,2.310498,1.874814,0.027122,-0.071097,1.845612,0.014671,4.687099,2.302902,-0.009111,-0.094641,0.26898,0.933562,0.100021,0.086255,1.095637,1.995103,0.043488,-0.038489,0.085142,1.334796,0.11606,1.820746,0.213654,0.098912,0.355513,-0.059489,0.793702,0.0335,0.029796,0.030154,0.007538
train,ikan17,21,-,0.37602,-0.000764,0.746228,0.125004,-0.061719,0.137724,-0.005976,0.10606,-0.036095,-0.012931,0.109871,0.225908,2.392656,0.040018,0.064069,0.004358,0.315407,-0.040593,0.007353,2.68739,1.897989,0.093135,0.222695,0.293247,1.087946,-0.00785,2.972722,0.152695,0.088244,-0.0742,0.756531,0.733939,-0.015339,-0.041095,0.86307,2.766263,0.0,0.209971,0.231138,0.374283,-0.120542,1.209521,1.574859,0.00327,-0.049313,-0.095848,0.844916,-0.155565,0.230693,-0.13821,0.076112
train,ikan17,21,-,0.862617,0.0,0.216555,0.113974,-0.07689,-0.057803,0.0,0.212633,-0.014111,-0.021031,-0.043847,0.195953,2.452427,0.349793,-0.012888,0.323502,0.293109,-0.010521,0.008772,3.918269,2.277337,0.18135,-0.09838,0.496042,2.244656,-0.009604,4.096564,0.858313,0.065815,-0.03402,0.340875,0.642563,0.02312,-0.031175,0.707295,2.249109,0.0,0.27041,0.026778,0.2099,-0.169627,1.532191,1.520311,0.134583,-0.091827,-0.115525,1.015288,-0.090655,0.165476,-0.126414,0.161077
train,ikan17,21,-,1.064971,0.0,0.329611,0.057825,-0.089897,0.164506,0.0,0.240738,-0.008901,-0.017633,0.102231,0.105974,2.488564,0.524645,0.084622,0.326833,0.772598,0.027376,-0.013282,3.857814,2.190565,0.110684,-0.021754,0.55568,2.080106,0.005674,4.996281,0.72654,0.059005,-0.10376,0.38592,1.153498,0.028178,-0.031122,0.995093,1.816943,0.0,0.199025,0.011396,0.204384,-0.175593,1.7791,2.018736,0.065304,-0.087369,-0.089764,1.131022,-0.013979,0.136948,-0.101906,0.08191
train,ikan17,21,-,0.794552,0.0,0.193456,0.115884,-0.070636,-0.060297,0.0,0.169765,-0.008665,-0.020489,-0.013122,0.150496,2.474142,0.361461,-0.016565,0.314833,0.303947,-0.030181,0.001872,3.781,2.358076,0.190209,-0.075567,0.430686,2.239563,-0.007547,4.086843,0.751038,0.092895,-0.041161,0.351247,0.583182,0.009243,-0.013098,0.719035,2.218273,0.0,0.279959,0.01161,0.22364,-0.174167,1.497074,1.654335,0.139232,-0.105662,-0.107171,1.019918,-0.089488,0.208432,-0.109085,0.132235
train,ikan17,21,-,1.031735,-0.012413,-0.09196,0.351882,0.803149,0.158342,-0.012293,0.396546,-0.044348,0.17365,0.28787,0.843018,2.185487,0.561443,-0.06203,0.089161,1.057727,-0.024992,0.095913,3.305836,1.399672,1.201023,0.182759,0.074713,1.834436,0.095846,2.645075,2.114315,0.003415,-0.082972,0.448893,0.556543,0.033929,0.133289,0.362108,2.056018,-0.005295,0.172609,0.077591,1.649737,-0.145277,0.855686,1.748446,0.098483,0.164593,-0.033219,1.089966,0.012869,0.18469,0.051094,0.003976
train,ikan17,21,-,1.782369,0.002063,0.193537,0.251668,0.658947,0.105579,-0.001058,0.45627,-0.034576,0.064099,-0.045681,0.697809,1.520538,0.274141,-0.087217,0.302903,1.662796,0.05398,0.055247,3.996976,2.882853,1.12873,-0.089809,0.025448,2.029142,-0.017527,4.798879,1.843157,-0.014718,-0.107256,0.232297,1.796015,-0.02845,0.013616,0.566812,1.918011,0.0,0.021146,0.107279,1.390693,-0.108831,1.802407,0.807198,0.350047,0.273421,-0.060658,0.937513,0.278059,-0.012552,-0.009573,0.052988
train,ikan17,23,-,0.37602,-0.000764,0.746228,0.125004,-0.061719,0.137724,-0.005976,0.10606,-0.036095,-0.012931,0.109871,0.225908,2.392656,0.040018,0.064069,0.004358,0.315407,-0.040593,0.007353,2.68739,1.897989,0.093135,0.222695,0.293247,1.087946,-0.00785,2.972722,0.152695,0.088244,-0.0742,0.756531,0.733939,-0.015339,-0.041095,0.86307,2.766263,0.0,0.209971,0.231138,0.374283,-0.120542,1.209521,1.574859,0.00327,-0.049313,-0.095848,0.844916,-0.155565,0.230693,-0.13821,0.076112
train,ikan17,23,-,0.862617,0.0,0.216555,0.113974,-0.07689,-0.057803,0.0,0.212633,-0.014111,-0.021031,-0.043847,0.195953,2.452427,0.349793,-0.012888,0.323502,0.293109,-0.010521,0.008772,3.918269,2.277337,0.18135,-0.09838,0.496042,2.244656,-0.009604,4.096564,0.858313,0.065815,-0.03402,0.340875,0.642563,0.02312,-0.031175,0.707295,2.249109,0.0,0.27041,0.026778,0.2099,-0.169627,1.532191,1.520311,0.134583,-0.091827,-0.115525,1.015288,-0.090655,0.165476,-0.126414,0.161077
train,ikan17,23,-,1.064971,0.0,0.329611,0.057825,-0.089897,0.164506,0.0,0.240738,-0.008901,-0.017633,0.102231,0.105974,2.488564,0.524645,0.084622,0.326833,0.772598,0.027376,-0.013282,3.857814,2.190565,0.110684,-0.021754,0.55568,2.080106,0.005674,4.996281,0.72654,0.059005,-0.10376,0.38592,1.153498,0.028178,-0.031122,0.995093,1.816943,0.0,0.199025,0.011396,0.204384,-0.175593,1.7791,2.018736,0.065304,-0.087369,-0.089764,1.131022,-0.013979,0.136948,-0.101906,0.08191
