Dataset,Ikan,Jam,Bagian,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F576
train,ikan12,17,insang,0.314239,-0.032831,1.002365,0.185943,-0.126349,-0.013241,0.00299,0.649849,-0.017412,0.325244,-0.081867,0.599638,1.897129,0.520492,0.004631,-0.025301,0.546178,0.267457,0.386792,3.162405,1.543204,0.428892,0.472409,0.225281,0.955488,0.186671,3.623322,1.12435,0.347549,0.022522,1.060132,0.446884,0.514432,0.273435,-0.013544,1.752986,0.0,-0.016987,0.592033,0.292514,-0.155646,1.736611,2.073721,-0.014091,-0.016737,-0.099578,0.567615,0.018013,0.851467,-0.026843,0.043617
train,ikan12,17,insang,0.52423,0.010177,0.6936,1.108087,0.880854,0.179542,0.048047,0.764681,-0.00751,0.019476,-0.076694,0.827074,1.220983,0.064315,-0.037491,0.073725,1.007567,0.524781,-0.009832,3.143859,1.215842,1.052767,0.080951,0.028478,0.780721,0.159169,2.656996,2.02055,0.295343,-0.108349,0.803918,1.718384,0.296442,0.428897,-0.035096,1.482396,0.0,0.100959,0.594641,1.947249,-0.203967,1.730343,1.151263,0.195016,-0.006097,0.022682,0.571764,0.226521,1.218336,0.116898,-0.01518
train,ikan12,17,insang,0.567105,0.199903,0.529014,0.863167,0.798474,0.229458,-0.027304,0.430083,-0.004286,0.208145,-0.073714,0.856402,1.588621,0.248097,-0.055868,-0.013452,1.09746,0.131181,0.037327,4.197167,1.372803,1.442504,0.169836,-0.047622,0.960278,0.343675,3.518883,2.576684,0.471071,-0.098546,0.698576,1.656738,0.306944,0.482618,-0.04582,1.927199,-0.007539,-0.064021,0.410601,1.987554,-0.10885,2.207928,1.010797,0.031731,0.276649,0.070238,0.633737,0.419651,0.782808,0.097606,-0.004889
train,ikan12,19,insang,0.186285,-0.036102,0.850205,0.332351,-0.117352,1.150306,0.053803,0.624338,-0.037357,0.358311,0.051617,0.282726,1.371104,-0.023132,0.013826,-0.136093,0.223275,0.198991,0.350095,2.160947,0.670318,-0.005913,0.45677,0.287296,0.461999,-0.053914,3.21435,0.518119,0.371798,-0.031802,0.687583,0.534417,0.308991,-0.016129,-0.029451,2.834963,0.0,0.014734,0.182868,0.227188,-0.142948,1.648109,1.914415,-0.024195,-0.06875,-0.059335,0.821421,-0.021679,0.582016,0.006985,-0.065524
train,ikan12,19,insang,0.180827,-0.041324,0.87518,0.200588,-0.108238,0.026527,0.009889,0.706277,-0.013809,0.338779,-0.016185,0.552579,1.85044,0.470009,0.006194,0.038736,0.616171,0.292322,0.426601,3.163774,1.542902,0.367986,0.468898,0.266606,1.033018,0.211024,3.96797,1.126958,0.241649,0.020862,0.973965,0.524108,0.479442,0.278959,-0.000995,1.863569,0.0,-0.006298,0.518008,0.322439,-0.162904,1.81353,1.990843,-0.000454,-0.034969,-0.092228,0.660526,0.041696,0.812575,-0.047296,0.068081
train,ikan12,19,insang,0.148818,-0.025767,0.784068,0.220116,-0.102795,0.090523,-0.012708,0.689774,-0.02896,0.202617,-0.045442,0.527051,2.356419,0.622598,-0.00976,-0.06498,0.659003,0.271815,0.344273,3.479048,2.258646,0.522939,0.513388,0.246544,1.311477,0.147681,3.930538,0.897015,0.31027,0.04505,0.810097,0.496794,0.337742,0.343208,0.161147,1.74566,0.0,0.105744,0.410533,0.284128,-0.090712,1.467815,2.83269,0.018519,0.005396,-0.123187,0.644931,0.057377,0.697886,0.032113,0.23725
train,ikan12,19,insang,0.314239,-0.032831,1.002365,0.185943,-0.126349,-0.013241,0.00299,0.649849,-0.017412,0.325244,-0.081867,0.599638,1.897129,0.520492,0.004631,-0.025301,0.546178,0.267457,0.386792,3.162405,1.543204,0.428892,0.472409,0.225281,0.955488,0.186671,3.623322,1.12435,0.347549,0.022522,1.060132,0.446884,0.514432,0.273435,-0.013544,1.752986,0.0,-0.016987,0.592033,0.292514,-0.155646,1.736611,2.073721,-0.014091,-0.016737,-0.099578,0.567615,0.018013,0.851467,-0.026843,0.043617
train,ikan12,19,insang,0.52423,0.010177,0.6936,1.108087,0.880854,0.179542,0.048047,0.764681,-0.00751,0.019476,-0.076694,0.827074,1.220983,0.064315,-0.037491,0.073725,1.007567,0.524781,-0.009832,3.143859,1.215842,1.052767,0.080951,0.028478,0.780721,0.159169,2.656996,2.02055,0.295343,-0.108349,0.803918,1.718384,0.296442,0.428897,-0.035096,1.482396,0.0,0.100959,0.594641,1.947249,-0.203967,1.730343,1.151263,0.195016,-0.006097,0.022682,0.571764,0.226521,1.218336,0.116898,-0.01518
train,ikan12,19,insang,0.567105,0.199903,0.529014,0.863167,0.798474,0.229458,-0.027304,0.430083,-0.004286,0.208145,-0.073714,0.856402,1.588621,0.248097,-0.055868,-0.013452,1.09746,0.131181,0.037327,4.197167,1.372803,1.442504,0.169836,-0.047622,0.960278,0.343675,3.518883,2.576684,0.471071,-0.098546,0.698576,1.656738,0.306944,0.482618,-0.04582,1.927199,-0.007539,-0.064021,0.410601,1.987554,-0.10885,2.207928,1.010797,0.031731,0.276649,0.070238,0.633737,0.419651,0.782808,0.097606,-0.004889
train,ikan12,21,insang,0.275259,0.073348,0.997213,0.064901,-0.023793,-0.023702,0.126771,0.632634,0.014181,1.221055,0.529937,0.175341,1.564867,-0.050703,-0.040468,-0.065091,0.366976,0.399723,0.138318,3.043617,0.492868,0.051958,0.244979,0.499107,1.154083,0.667734,1.829586,0.524652,0.206943,-0.015046,0.756323,0.877179,0.505423,0.082961,-0.036779,1.619884,0.0,0.387907,1.367594,0.522778,-0.120096,1.254505,1.813048,0.175265,-0.052154,-0.083765,1.29663,0.425508,0.414257,-0.020832,0.102282
train,ikan12,21,insang,0.458795,0.270964,0.675273,0.08217,-0.065018,0.040446,0.080776,1.203667,-0.017944,0.981944,0.261792,0.344877,2.624015,0.214328,-0.033485,-0.056105,0.857287,0.305565,0.381267,4.021451,0.502418,0.209457,0.209592,0.542585,1.668529,0.375297,2.023496,0.804532,-0.029596,0.025095,1.242005,1.139266,0.538821,0.468381,0.101672,1.62649,-0.003277,0.184848,0.846409,0.367684,-0.170656,1.523796,2.902014,0.37213,-0.183268,-0.099996,1.739048,0.637088,0.239882,0.021922,0.849854
train,ikan12,21,insang,0.157791,-0.00328,0.848434,0.032176,-0.080946,-0.027099,0.031185,0.940624,-0.026875,0.718628,0.369859,0.415884,2.910509,0.216028,-0.04393,-0.030318,0.938115,0.386212,0.225052,4.249783,0.489891,0.146393,0.067836,0.630301,1.826546,0.298731,2.215204,0.724923,0.039322,-0.014939,1.164595,1.528855,0.735603,0.655752,-0.010553,1.241528,0.0,0.251837,0.829861,0.316126,-0.147979,1.360644,3.573073,0.75305,-0.129252,-0.057834,1.591254,0.47107,0.272943,0.068208,0.748655
train,ikan12,21,insang,0.469427,0.27712,0.784914,0.073613,-0.052342,-0.022851,0.053204,1.026766,-0.015839,1.05263,0.2889,0.332958,2.641306,0.179899,-0.03727,-0.082439,0.867252,0.224906,0.263785,3.873157,0.458013,0.123854,0.235023,0.560512,1.417361,0.390691,1.905728,0.726478,-0.031182,0.013363,1.263666,1.040584,0.718427,0.552671,0.07886,1.506087,0.0,0.157936,0.837497,0.324305,-0.17051,1.234813,3.071802,0.44394,-0.200241,-0.093635,1.863275,0.692119,0.225785,0.007281,0.833159
train,ikan12,21,insang,0.341798,0.087822,1.016312,0.25968,0.927735,-0.027213,-0.007403,1.168213,-0.057636,0.279361,0.067836,0.413974,1.125881,0.062846,-0.049897,-0.041998,1.516005,0.356281,0.182901,4.281204,1.147824,1.060408,0.05647,0.294305,1.520226,0.59019,1.591508,1.739888,0.134451,-0.170914,0.703269,1.601331,0.240473,0.779825,0.422735,0.644016,0.0,0.208335,1.026376,1.376706,-0.129662,1.466248,1.337551,0.641191,0.119343,-0.015792,1.099115,0.587063,0.757425,0.180869,-0.029957
train,ikan12,21,insang,0.090779,0.000329,0.59481,0.448479,0.917218,0.071365,0.213607,0.863705,-0.0253,0.658178,0.215835,0.933259,1.954031,0.010474,-0.0344,-0.057677,1.147826,0.134761,0.111691,4.638099,1.76062,1.016665,0.192123,0.195583,1.557818,0.274282,1.309819,2.074001,0.278197,-0.075044,1.057071,1.12554,0.733781,0.452828,0.27813,1.462713,0.0,0.110355,0.80521,1.775777,-0.124456,1.75558,1.368117,0.141438,0.292426,0.166588,1.001974,0.25969,0.838995,-0.034564,-0.002177
train,ikan12,23,insang,0.275259,0.073348,0.997213,0.064901,-0.023793,-0.023702,0.126771,0.632634,0.014181,1.221055,0.529937,0.175341,1.564867,-0.050703,-0.040468,-0.065091,0.366976,0.399723,0.138318,3.043617,0.492868,0.051958,0.244979,0.499107,1.154083,0.667734,1.829586,0.524652,0.206943,-0.015046,0.756323,0.877179,0.505423,0.082961,-0.036779,1.619884,0.0,0.387907,1.367594,0.522778,-0.120096,1.254505,1.813048,0.175265,-0.052154,-0.083765,1.29663,0.425508,0.414257,-0.020832,0.102282
train,ikan12,23,insang,0.458795,0.270964,0.675273,0.08217,-0.065018,0.040446,0.080776,1.203667,-0.017944,0.981944,0.261792,0.344877,2.624015,0.214328,-0.033485,-0.056105,0.857287,0.305565,0.381267,4.021451,0.502418,0.209457,0.209592,0.542585,1.668529,0.375297,2.023496,0.804532,-0.029596,0.025095,1.242005,1.139266,0.538821,0.468381,0.101672,1.62649,-0.003277,0.184848,0.846409,0.367684,-0.170656,1.523796,2.902014,0.37213,-0.183268,-0.099996,1.739048,0.637088,0.239882,0.021922,0.849854
train,ikan12,23,insang,0.157791,-0.00328,0.848434,0.032176,-0.080946,-0.027099,0.031185,0.940624,-0.026875,0.718628,0.369859,0.415884,2.910509,0.216028,-0.04393,-0.030318,0.938115,0.386212,0.225052,4.249783,0.489891,0.146393,0.067836,0.630301,1.826546,0.298731,2.215204,0.724923,0.039322,-0.014939,1.164595,1.528855,0.735603,0.655752,-0.010553,1.241528,0.0,0.251837,0.829861,0.316126,-0.147979,1.360644,3.573073,0.75305,-0.129252,-0.057834,1.591254,0.47107,0.272943,0.068208,0.748655
train,ikan12,23,insang,0.469427,0.27712,0.784914,0.073613,-0.052342,-0.022851,0.053204,1.026766,-0.015839,1.05263,0.2889,0.332958,2.641306,0.179899,-0.03727,-0.082439,0.867252,0.224906,0.263785,3.873157,0.458013,0.123854,0.235023,0.560512,1.417361,0.390691,1.905728,0.726478,-0.031182,0.013363,1.263666,1.040584,0.718427,0.552671,0.07886,1.506087,0.0,0.157936,0.837497,0.324305,-0.17051,1.234813,3.071802,0.44394,-0.200241,-0.093635,1.863275,0.692119,0.225785,0.007281,0.833159
train,ikan12,23,insang,0.341798,0.087822,1.016312,0.25968,0.927735,-0.027213,-0.007403,1.168213,-0.057636,0.279361,0.067836,0.413974,1.125881,0.062846,-0.049897,-0.041998,1.516005,0.356281,0.182901,4.281204,1.147824,1.060408,0.05647,0.294305,1.520226,0.59019,1.591508,1.739888,0.134451,-0.170914,0.703269,1.601331,0.240473,0.779825,0.422735,0.644016,0.0,0.208335,1.026376,1.376706,-0.129662,1.466248,1.337551,0.641191,0.119343,-0.015792,1.099115,0.587063,0.757425,0.180869,-0.029957
train,ikan12,23,insang,0.090779,0.000329,0.59481,0.448479,0.917218,0.071365,0.213607,0.863705,-0.0253,0.658178,0.215835,0.933259,1.954031,0.010474,-0.0344,-0.057677,1.147826,0.134761,0.111691,4.638099,1.76062,1.016665,0.192123,0.195583,1.557818,0.274282,1.309819,2.074001,0.278197,-0.075044,1.057071,1.12554,0.733781,0.452828,0.27813,1.462713,0.0,0.110355,0.80521,1.775777,-0.124456,1.75558,1.368117,0.141438,0.292426,0.166588,1.001974,0.25969,0.838995,-0.034564,-0.002177
train,ikan12,01,mata,0.519575,-0.037605,0.203691,-0.037,-0.130263,0.01089,-0.020379,0.075887,-0.045647,0.267299,0.043741,-0.008464,1.7106,-0.089259,0.055611,0.334108,0.328519,-0.030956,0.0,1.677857,4.322639,0.16978,0.078353,0.424367,1.341114,0.118753,1.63518,0.263345,0.227719,-0.077493,0.010613,0.460618,-0.079377,0.127301,-0.023886,2.491992,-0.00734,0.006123,0.027772,0.403879,-0.131525,0.444624,2.195189,0.52249,0.138413,-0.166399,1.48331,-0.06209,1.220994,-0.019063,-0.008599
train,ikan12,01,mata,0.356877,-0.039342,0.385078,-0.120612,-0.122159,0.201711,-0.035742,0.230555,-0.034853,0.370311,-0.045978,0.116341,2.676019,0.013221,0.0753,0.309627,0.359325,-0.071219,-0.005484,2.94839,5.449142,0.441859,0.107894,0.486368,2.309619,0.107587,2.575866,0.756757,0.087383,-0.030872,-0.002289,0.71079,-0.072693,0.134623,-0.005821,2.390475,0.0,0.062734,0.030311,0.36277,-0.121087,0.840367,2.551588,0.909555,0.106386,-0.167807,1.793623,-0.051738,1.239258,-0.16176,0.050942
train,ikan12,01,mata,0.319186,-0.035987,0.526565,-0.078569,-0.118406,-0.036541,-0.032262,0.089679,-0.024219,0.52663,0.087137,0.10355,2.346747,-0.041694,0.021213,0.16914,0.341852,-0.111565,-0.003962,2.645656,5.408467,0.301038,0.06374,0.37319,2.086668,0.054294,2.347189,0.979769,0.151012,-0.005598,0.054652,0.392238,-0.079076,0.219165,-0.029993,2.117588,0.0,-0.033835,0.04082,0.31921,-0.106661,0.9245,2.933686,0.720815,0.053741,-0.163303,1.724521,-0.081498,1.245728,-0.123443,0.050938
train,ikan12,01,mata,0.414672,-0.041651,0.417167,-0.10998,-0.139938,0.184448,-0.030855,0.176224,-0.032882,0.383135,-0.077957,0.089708,2.530731,-0.018697,0.085355,0.26852,0.345739,-0.078297,-0.005655,2.801941,5.521631,0.46558,0.076207,0.444047,2.11592,0.106127,2.477419,0.743805,0.093692,-0.024012,0.020461,0.673604,-0.093887,0.17772,-0.002427,2.361008,0.0,0.044457,-0.000999,0.374488,-0.118688,0.783201,2.563966,0.90161,0.066925,-0.173759,1.723527,-0.052465,1.22914,-0.161547,0.095063
train,ikan12,01,mata,0.3921,-0.036115,0.84641,0.068662,0.927002,0.683402,-0.013656,0.050078,-0.043512,0.824272,0.283039,0.054451,2.575787,-0.095738,-0.060449,0.216593,0.164361,-0.018656,0.047614,3.294198,4.627556,0.737604,-0.054171,0.267708,2.827697,0.019805,1.43967,1.741409,0.150041,-0.220157,-0.079186,0.785757,-0.042945,0.139276,0.188755,1.735621,0.0,-0.053277,0.085306,1.398572,-0.116668,0.600689,1.653481,0.847619,0.260287,0.186504,2.142159,0.021807,0.989126,0.03341,0.082169
train,ikan12,01,mata,0.226217,0.0,1.023984,-0.045572,0.783953,0.869642,-0.002917,0.039119,-0.038679,0.640297,0.281502,0.09966,2.326023,0.053631,-0.064312,-0.007964,0.237636,-0.006577,0.004947,3.46863,3.689956,1.101485,0.250766,-0.08417,2.114509,0.072203,0.906433,1.728091,-0.043124,-0.190356,0.239717,1.251353,0.057777,0.721349,-0.003815,1.786494,0.0,0.029471,0.256044,1.566872,-0.018073,0.252394,2.22331,0.694404,0.656861,0.038806,1.984809,-0.046341,1.028774,-0.007241,0.001187
train,ikan12,17,mata,0.911264,-0.011026,0.054059,0.039566,-0.004421,-0.032925,-4.8e-05,-0.000513,-0.017303,0.114828,-0.047567,0.059702,1.770449,-0.087392,0.20492,0.151956,0.083547,0.045273,-0.007028,1.921545,5.009374,0.184065,0.18484,0.041203,1.655557,0.340883,2.316605,0.406714,0.513336,-0.064957,0.042847,0.375254,0.072161,0.175556,0.135245,1.891841,0.0,0.228748,0.484825,0.401278,-0.04049,1.047728,1.977194,0.170166,-0.004458,-0.052656,1.389121,-0.001003,0.872756,-0.091781,-0.00768
train,ikan12,17,mata,1.013302,-0.014909,0.127913,0.021594,-0.019004,-0.027928,0.001458,0.026859,-0.020341,0.42532,0.029186,0.073876,2.007452,-0.119381,0.204506,0.069705,0.256636,0.044214,-0.004301,3.107543,5.792587,0.441852,-0.040395,0.0504,2.526567,0.473681,2.420661,0.677675,0.556775,-0.087889,-0.003405,0.449009,0.06158,0.368738,0.173658,1.227854,0.0,0.19398,0.396491,0.227613,0.064526,0.964451,1.712704,0.606737,-0.01363,-0.202806,1.824167,-0.054381,1.175588,-0.090114,0.015762
train,ikan12,17,mata,0.880825,-0.01307,0.294941,-0.04143,-0.019733,-0.022201,0.000753,-0.010703,-0.018653,0.348699,0.06939,0.124709,2.246417,-0.094177,0.119381,0.099139,0.279053,0.041781,-0.004925,3.313696,5.927533,0.52336,-0.08134,0.102154,2.679193,0.468737,2.573738,0.840492,0.683739,-0.009945,-0.022601,0.461726,0.08091,0.300556,0.118593,1.739289,0.0,0.306236,0.27028,0.255811,0.086355,1.02518,1.702289,0.599585,0.077164,-0.163648,1.712745,-0.084967,1.082734,-0.097172,0.087881
train,ikan12,17,mata,1.002196,-0.015029,0.166533,-0.009789,-0.00822,-0.026868,0.00095,0.004759,-0.015142,0.432704,0.056776,0.087043,2.037325,-0.109119,0.167658,0.076897,0.279767,0.030004,-0.005664,3.023596,5.821887,0.426159,-0.018865,0.017437,2.429029,0.472901,2.513448,0.649033,0.576838,-0.102994,-0.010325,0.40535,0.054103,0.408054,0.11033,1.177186,0.0,0.220726,0.427266,0.233829,0.075465,0.907385,1.780318,0.64722,-0.028107,-0.17718,1.760884,-0.072927,1.28788,-0.094384,0.049218
train,ikan12,17,mata,0.476018,-0.025584,0.352952,0.281982,0.957124,0.41727,-0.022135,-0.042332,-0.054572,0.389483,0.441783,0.516137,2.435164,-0.091697,-0.060555,-0.049267,0.110988,-0.021555,-0.004182,3.468401,4.134909,0.859331,-0.019475,0.032097,2.718391,0.203692,1.07673,1.145148,0.223125,-0.19675,-0.103931,0.279819,-0.040443,0.034824,-0.022761,1.275713,0.0,0.093476,0.134699,1.383029,0.002295,0.808761,2.157785,0.424242,0.356222,0.049605,1.967602,-0.014393,0.970837,-0.064596,0.020667
train,ikan12,17,mata,0.322795,-0.009407,0.457343,0.166065,0.879531,0.507968,-0.005261,-0.064409,-0.0207,0.365991,0.260879,0.542578,2.498329,0.146101,-0.053064,-0.116539,0.318261,0.064596,-0.007164,3.361822,2.504087,0.967522,0.36605,-0.177013,2.442714,0.173368,0.252735,1.95478,0.107819,-0.148261,0.272464,0.176954,0.115023,0.412675,-0.019632,1.344609,-0.014086,0.27131,0.288703,1.444577,-0.083961,0.142076,2.331621,0.630458,0.833126,0.162027,1.90652,-0.057529,1.11771,0.131826,0.07931
train,ikan12,19,mata,0.911264,-0.011026,0.054059,0.039566,-0.004421,-0.032925,-4.8e-05,-0.000513,-0.017303,0.114828,-0.047567,0.059702,1.770449,-0.087392,0.20492,0.151956,0.083547,0.045273,-0.007028,1.921545,5.009374,0.184065,0.18484,0.041203,1.655557,0.340883,2.316605,0.406714,0.513336,-0.064957,0.042847,0.375254,0.072161,0.175556,0.135245,1.891841,0.0,0.228748,0.484825,0.401278,-0.04049,1.047728,1.977194,0.170166,-0.004458,-0.052656,1.389121,-0.001003,0.872756,-0.091781,-0.00768
train,ikan12,19,mata,1.013302,-0.014909,0.127913,0.021594,-0.019004,-0.027928,0.001458,0.026859,-0.020341,0.42532,0.029186,0.073876,2.007452,-0.119381,0.204506,0.069705,0.256636,0.044214,-0.004301,3.107543,5.792587,0.441852,-0.040395,0.0504,2.526567,0.473681,2.420661,0.677675,0.556775,-0.087889,-0.003405,0.449009,0.06158,0.368738,0.173658,1.227854,0.0,0.19398,0.396491,0.227613,0.064526,0.964451,1.712704,0.606737,-0.01363,-0.202806,1.824167,-0.054381,1.175588,-0.090114,0.015762
train,ikan12,19,mata,0.880825,-0.01307,0.294941,-0.04143,-0.019733,-0.022201,0.000753,-0.010703,-0.018653,0.348699,0.06939,0.124709,2.246417,-0.094177,0.119381,0.099139,0.279053,0.041781,-0.004925,3.313696,5.927533,0.52336,-0.08134,0.102154,2.679193,0.468737,2.573738,0.840492,0.683739,-0.009945,-0.022601,0.461726,0.08091,0.300556,0.118593,1.739289,0.0,0.306236,0.27028,0.255811,0.086355,1.02518,1.702289,0.599585,0.077164,-0.163648,1.712745,-0.084967,1.082734,-0.097172,0.087881
train,ikan12,19,mata,1.002196,-0.015029,0.166533,-0.009789,-0.00822,-0.026868,0.00095,0.004759,-0.015142,0.432704,0.056776,0.087043,2.037325,-0.109119,0.167658,0.076897,0.279767,0.030004,-0.005664,3.023596,5.821887,0.426159,-0.018865,0.017437,2.429029,0.472901,2.513448,0.649033,0.576838,-0.102994,-0.010325,0.40535,0.054103,0.408054,0.11033,1.177186,0.0,0.220726,0.427266,0.233829,0.075465,0.907385,1.780318,0.64722,-0.028107,-0.17718,1.760884,-0.072927,1.28788,-0.094384,0.049218
train,ikan12,19,mata,0.476018,-0.025584,0.352952,0.281982,0.957124,0.41727,-0.022135,-0.042332,-0.054572,0.389483,0.441783,0.516137,2.435164,-0.091697,-0.060555,-0.049267,0.110988,-0.021555,-0.004182,3.468401,4.134909,0.859331,-0.019475,0.032097,2.718391,0.203692,1.07673,1.145148,0.223125,-0.19675,-0.103931,0.279819,-0.040443,0.034824,-0.022761,1.275713,0.0,0.093476,0.134699,1.383029,0.002295,0.808761,2.157785,0.424242,0.356222,0.049605,1.967602,-0.014393,0.970837,-0.064596,0.020667
train,ikan12,19,mata,0.322795,-0.009407,0.457343,0.166065,0.879531,0.507968,-0.005261,-0.064409,-0.0207,0.365991,0.260879,0.542578,2.498329,0.146101,-0.053064,-0.116539,0.318261,0.064596,-0.007164,3.361822,2.504087,0.967522,0.36605,-0.177013,2.442714,0.173368,0.252735,1.95478,0.107819,-0.148261,0.272464,0.176954,0.115023,0.412675,-0.019632,1.344609,-0.014086,0.27131,0.288703,1.444577,-0.083961,0.142076,2.331621,0.630458,0.833126,0.162027,1.90652,-0.057529,1.11771,0.131826,0.07931
train,ikan12,21,mata,0.241449,0.116651,0.082481,-0.043895,-0.090783,-0.081412,-0.05193,0.233614,-0.04707,0.17229,0.134272,0.080175,1.573401,-0.091854,0.053835,0.282217,-0.065148,-0.034707,0.0,1.412177,3.283208,-0.009237,0.287284,0.253792,1.168517,0.114425,1.453821,0.407235,0.176574,-0.015282,0.023607,0.277987,-0.07657,0.260017,-0.00261,2.050785,0.0,0.019067,0.237842,0.594027,-0.08909,0.283991,2.190196,0.407398,0.107087,-0.009355,1.560249,-0.078325,0.943973,-0.080968,0.170855
train,ikan12,21,mata,0.42934,-0.046439,0.245814,0.058718,-0.081889,0.043541,-0.028612,0.258956,-0.053503,0.544707,-0.009151,0.39354,1.99743,-0.07078,0.007923,0.555049,0.368811,-0.163007,0.0,2.56463,4.416074,0.567943,-0.026009,0.347669,2.261205,0.416798,2.175432,1.215211,0.237648,-0.006772,0.082319,0.60443,-0.088949,0.452075,-0.040396,1.877371,0.0,0.042439,0.208938,0.525083,-0.068615,0.9902,1.866847,0.384947,0.251286,-0.092362,1.953607,-0.083052,1.172732,-0.109807,0.080466
train,ikan12,21,mata,0.196244,-0.054768,0.256268,-0.050688,-0.10745,-0.092642,-0.034197,0.136419,-0.056858,0.252313,0.000644,0.416164,2.250817,-0.033603,-0.044354,0.361368,0.30657,-0.119032,-0.002009,2.639987,4.678619,0.504965,0.148104,0.310276,2.037207,0.314196,2.048017,1.113474,0.188644,0.02893,-0.043477,0.487145,-0.083854,0.531096,-0.017477,1.963361,0.0,-0.014894,0.072674,0.454706,-0.094474,0.693061,2.00955,0.199963,0.034694,0.030904,1.824648,-0.086598,1.184163,-0.104458,0.010437
train,ikan12,21,mata,0.433722,-0.046758,0.270941,0.005925,-0.082362,0.038788,-0.034531,0.230804,-0.045585,0.433648,-0.02605,0.350064,1.928407,-0.069134,0.034237,0.508045,0.379038,-0.168162,0.0,2.434998,4.610659,0.548614,-0.040005,0.321467,2.112442,0.436238,2.085936,1.032684,0.276586,0.010439,0.027037,0.461416,-0.081104,0.595963,-0.025504,1.717533,0.0,0.051001,0.201587,0.572984,-0.075828,0.816043,1.911422,0.470987,0.187556,-0.100925,1.908433,-0.072575,1.172316,-0.091135,0.090769
train,ikan12,21,mata,0.222162,0.035392,0.448918,0.317379,0.867752,0.628958,-0.035268,0.006144,-0.073701,0.429898,0.218469,0.152985,2.124233,-0.04366,-0.063942,0.317269,0.155018,0.010014,0.032073,2.77066,3.861388,0.900423,0.324592,0.103633,2.326602,0.530842,0.786863,2.390136,0.11119,-0.214262,0.101407,0.73883,-0.004653,0.283294,0.178879,1.96271,0.0,-0.079497,0.241184,1.390455,-0.014178,0.830618,1.384747,0.312396,0.36343,0.161683,2.224914,0.050421,1.011763,0.10495,0.178601
train,ikan12,21,mata,0.159002,0.0,0.593928,0.076211,0.658235,0.607987,-0.005378,-0.02411,-0.05067,0.648681,0.360004,0.144498,1.653045,0.060634,-0.068816,0.057316,0.032305,-0.021041,-0.00326,2.411809,3.158273,0.952083,0.331627,0.001517,2.075147,0.11452,0.959699,1.680991,0.066622,-0.204232,0.26557,0.742663,0.004045,0.567825,-0.02991,2.045403,0.0,-0.043386,0.302841,1.299259,-0.040816,0.090151,1.786361,0.509703,0.682212,0.271977,2.210991,-0.044554,1.175409,0.127793,-0.003258
train,ikan12,23,mata,0.241449,0.116651,0.082481,-0.043895,-0.090783,-0.081412,-0.05193,0.233614,-0.04707,0.17229,0.134272,0.080175,1.573401,-0.091854,0.053835,0.282217,-0.065148,-0.034707,0.0,1.412177,3.283208,-0.009237,0.287284,0.253792,1.168517,0.114425,1.453821,0.407235,0.176574,-0.015282,0.023607,0.277987,-0.07657,0.260017,-0.00261,2.050785,0.0,0.019067,0.237842,0.594027,-0.08909,0.283991,2.190196,0.407398,0.107087,-0.009355,1.560249,-0.078325,0.943973,-0.080968,0.170855
train,ikan12,23,mata,0.42934,-0.046439,0.245814,0.058718,-0.081889,0.043541,-0.028612,0.258956,-0.053503,0.544707,-0.009151,0.39354,1.99743,-0.07078,0.007923,0.555049,0.368811,-0.163007,0.0,2.56463,4.416074,0.567943,-0.026009,0.347669,2.261205,0.416798,2.175432,1.215211,0.237648,-0.006772,0.082319,0.60443,-0.088949,0.452075,-0.040396,1.877371,0.0,0.042439,0.208938,0.525083,-0.068615,0.9902,1.866847,0.384947,0.251286,-0.092362,1.953607,-0.083052,1.172732,-0.109807,0.080466
train,ikan12,23,mata,0.196244,-0.054768,0.256268,-0.050688,-0.10745,-0.092642,-0.034197,0.136419,-0.056858,0.252313,0.000644,0.416164,2.250817,-0.033603,-0.044354,0.361368,0.30657,-0.119032,-0.002009,2.639987,4.678619,0.504965,0.148104,0.310276,2.037207,0.314196,2.048017,1.113474,0.188644,0.02893,-0.043477,0.487145,-0.083854,0.531096,-0.017477,1.963361,0.0,-0.014894,0.072674,0.454706,-0.094474,0.693061,2.00955,0.199963,0.034694,0.030904,1.824648,-0.086598,1.184163,-0.104458,0.010437
train,ikan12,23,mata,0.433722,-0.046758,0.270941,0.005925,-0.082362,0.038788,-0.034531,0.230804,-0.045585,0.433648,-0.02605,0.350064,1.928407,-0.069134,0.034237,0.508045,0.379038,-0.168162,0.0,2.434998,4.610659,0.548614,-0.040005,0.321467,2.112442,0.436238,2.085936,1.032684,0.276586,0.010439,0.027037,0.461416,-0.081104,0.595963,-0.025504,1.717533,0.0,0.051001,0.201587,0.572984,-0.075828,0.816043,1.911422,0.470987,0.187556,-0.100925,1.908433,-0.072575,1.172316,-0.091135,0.090769
